GEO_ID,NAME,S0801_C01_001E,S0801_C01_001M,S0801_C01_002E,S0801_C01_009E,S0801_C01_010E,S0801_C01_011E,S0801_C01_012E,,,,,
0500000US02180,"Nome Census Area, Alaska",3579,136,36.1,0.4,37.6,0.6,21.2,0.376433785,0.004171011,0.392075078,0.006256517,0.221063608
0500000US02185,"North Slope Borough, Alaska",5388,240,38.1,2.7,51.9,0.1,5.4,0.387983707,0.027494908,0.528513238,0.00101833,0.054989817
0500000US02188,"Northwest Arctic Borough, Alaska",2554,108,29.6,0.2,43.3,0.7,21.2,0.311578947,0.002105263,0.455789474,0.007368421,0.223157895
0500000US02195,"Petersburg Borough, Alaska",1520,127,69.3,0.9,20.5,1.7,3.2,0.724895397,0.009414226,0.214435146,0.017782427,0.033472803
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",2612,132,64.8,1.4,22.3,0.3,7.7,0.671502591,0.014507772,0.231088083,0.003108808,0.079792746
0500000US02220,"Sitka City and Borough, Alaska",4716,150,72.3,1,15.9,3.4,3.3,0.753910323,0.010427529,0.165797706,0.035453597,0.034410845
0500000US02230,"Skagway Municipality, Alaska",670,139,47,0.7,39.3,6.9,1.2,0.494216614,0.007360673,0.413249211,0.072555205,0.012618297
0500000US02240,"Southeast Fairbanks Census Area, Alaska",2812,169,79.1,0.4,5.9,0,1.1,0.914450867,0.004624277,0.068208092,0,0.012716763
0500000US02261,"Valdez-Cordova Census Area, Alaska",4847,288,74.9,0.7,16.8,0.3,2.7,0.785115304,0.007337526,0.176100629,0.003144654,0.028301887
0500000US02275,"Wrangell City and Borough, Alaska",1055,109,68,0.7,13.5,2.2,4.1,0.768361582,0.007909605,0.152542373,0.024858757,0.046327684
0500000US02282,"Yakutat City and Borough, Alaska",336,59,62.5,0.3,26.8,3.9,1.5,0.657894737,0.003157895,0.282105263,0.041052632,0.015789474
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",2059,93,33.1,0.5,40.6,0.3,17.6,0.359391965,0.005428882,0.44082519,0.003257329,0.191096634
0500000US04001,"Apache County, Arizona",18161,658,85.6,1.1,5.2,0.2,1.3,0.916488223,0.011777302,0.055674518,0.002141328,0.01391863
0500000US04003,"Cochise County, Arizona",46139,1169,89,0.8,2.8,0.5,2.4,0.931937173,0.008376963,0.029319372,0.005235602,0.02513089
0500000US04005,"Coconino County, Arizona",65014,937,80.7,1.5,9.1,2.2,1.7,0.847689076,0.015756303,0.095588235,0.023109244,0.017857143
0500000US04007,"Gila County, Arizona",17593,729,91.6,0.2,2.5,0.1,0.9,0.961175236,0.002098636,0.026232949,0.001049318,0.009443861
0500000US04009,"Graham County, Arizona",12365,530,93.2,0.3,2.1,0.1,1,0.963805584,0.003102378,0.021716649,0.001034126,0.010341262
0500000US04011,"Greenlee County, Arizona",3795,211,95.4,0,1.8,0,1.3,0.968527919,0,0.018274112,0,0.01319797
0500000US04012,"La Paz County, Arizona",6385,516,85,0.7,3.8,2.6,2,0.903294368,0.007438895,0.040382572,0.027630181,0.021253985
0500000US04013,"Maricopa County, Arizona",1976339,6349,87.3,2.1,1.5,0.8,1.7,0.934689507,0.02248394,0.016059957,0.00856531,0.018201285
0500000US04015,"Mohave County, Arizona",69705,1423,92.2,0.9,1.3,0.2,1.8,0.956431535,0.0093361,0.013485477,0.002074689,0.018672199
0500000US04017,"Navajo County, Arizona",32649,790,84.1,1.1,4.8,0.4,2.6,0.904301075,0.011827957,0.051612903,0.004301075,0.027956989
0500000US04019,"Pima County, Arizona",436164,2874,86.8,2.5,2.3,1.6,1.8,0.913684211,0.026315789,0.024210526,0.016842105,0.018947368
0500000US04021,"Pinal County, Arizona",147358,2571,90.1,0.2,1.5,0.3,1.9,0.958510638,0.00212766,0.015957447,0.003191489,0.020212766
0500000US04023,"Santa Cruz County, Arizona",17036,567,92.3,0.3,1.4,0.1,2,0.960457856,0.003121748,0.014568158,0.001040583,0.020811655
0500000US04025,"Yavapai County, Arizona",82379,1479,87.2,0.4,2.9,0.8,1.2,0.942702703,0.004324324,0.031351351,0.008648649,0.012972973
0500000US04027,"Yuma County, Arizona",77625,1290,91.8,1.9,2.1,0.4,1.2,0.942505133,0.019507187,0.021560575,0.004106776,0.012320329
0500000US05001,"Arkansas County, Arkansas",7653,313,92.4,0,3.3,0.4,1.2,0.949640288,0,0.033915725,0.004110997,0.012332991
0500000US05003,"Ashley County, Arkansas",7575,336,91.3,0.3,2.7,0.3,3.4,0.931632653,0.003061224,0.02755102,0.003061224,0.034693878
0500000US05005,"Baxter County, Arkansas",15889,616,93.5,0,2.8,0,0.4,0.966907963,0,0.028955533,0,0.004136505
0500000US05007,"Benton County, Arkansas",124323,1368,93.8,0.1,1.5,0.2,0.6,0.975051975,0.001039501,0.015592516,0.002079002,0.006237006
0500000US05009,"Boone County, Arkansas",15750,624,93.2,0.1,1.5,0.1,0.6,0.97591623,0.00104712,0.015706806,0.00104712,0.006282723
0500000US05011,"Bradley County, Arkansas",4124,242,91.4,0,2,0,4,0.938398357,0,0.020533881,0,0.041067762
0500000US05013,"Calhoun County, Arkansas",2131,188,94.7,0.4,2,0,1.4,0.96142132,0.004060914,0.020304569,0,0.014213198
0500000US05015,"Carroll County, Arkansas",11534,512,91,0,2.7,0,0.5,0.966029724,0,0.02866242,0,0.005307856
0500000US05017,"Chicot County, Arkansas",3570,205,88.6,1.7,3.6,0.6,3.4,0.905005107,0.017364658,0.036772217,0.006128703,0.034729316
0500000US05019,"Clark County, Arkansas",10398,455,90.5,0.8,4.2,0.2,0.5,0.940748441,0.008316008,0.043659044,0.002079002,0.005197505
0500000US05021,"Clay County, Arkansas",6161,255,93.7,0,3.3,0,0.9,0.957099081,0,0.033707865,0,0.009193054
0500000US05023,"Cleburne County, Arkansas",9929,361,92.1,0,1.1,0.2,0.9,0.976670201,0,0.011664899,0.002120891,0.009544008
0500000US05025,"Cleveland County, Arkansas",3147,198,93,0.2,4.2,0,1.5,0.940343782,0.002022245,0.042467139,0,0.015166835
0500000US05027,"Columbia County, Arkansas",9279,541,92,0.1,5.7,0.2,0.2,0.936863544,0.00101833,0.058044807,0.00203666,0.00203666
0500000US05029,"Conway County, Arkansas",8813,398,93.7,0,0.9,0,1.3,0.977059437,0,0.009384776,0,0.013555787
0500000US05031,"Craighead County, Arkansas",47760,1004,94.1,0.5,2,0.1,0.5,0.968106996,0.005144033,0.020576132,0.001028807,0.005144033
0500000US05033,"Crawford County, Arkansas",25910,844,94.9,0.2,2,0,0.4,0.973333333,0.002051282,0.020512821,0,0.004102564
0500000US05035,"Crittenden County, Arkansas",20064,611,92.9,0.3,1.5,0,1.9,0.961697723,0.00310559,0.01552795,0,0.019668737
0500000US05037,"Cross County, Arkansas",7463,378,94.4,0.1,1.6,0,1.2,0.970195272,0.001027749,0.016443988,0,0.012332991
0500000US05039,"Dallas County, Arkansas",2887,206,91.6,0,4.5,1.3,1.1,0.929949239,0,0.045685279,0.01319797,0.011167513
0500000US05041,"Desha County, Arkansas",4379,245,94.5,0.3,2,0.4,1.3,0.959390863,0.003045685,0.020304569,0.004060914,0.01319797
0500000US05043,"Drew County, Arkansas",7679,441,92.6,0,3.5,0.3,1.1,0.94974359,0,0.035897436,0.003076923,0.011282051
0500000US05045,"Faulkner County, Arkansas",56787,1155,93.3,0.1,1.8,0.2,1.3,0.96483971,0.001034126,0.018614271,0.002068252,0.01344364
0500000US05047,"Franklin County, Arkansas",6680,409,92.1,1.3,2.4,0,0.6,0.955394191,0.013485477,0.024896266,0,0.006224066
0500000US05049,"Fulton County, Arkansas",4027,334,88.9,1.5,1.5,0,1.2,0.954887218,0.016111708,0.016111708,0,0.012889366
0500000US05051,"Garland County, Arkansas",39420,1116,91.5,0.5,1.8,0.3,1,0.96214511,0.005257624,0.018927445,0.003154574,0.010515247
0500000US05053,"Grant County, Arkansas",7509,323,96.2,0,1.2,0,0.4,0.983640082,0,0.012269939,0,0.00408998
0500000US05055,"Greene County, Arkansas",18205,752,95.5,0.1,1.6,0,1.1,0.971515768,0.001017294,0.016276704,0,0.011190234
0500000US05057,"Hempstead County, Arkansas",8693,415,94.4,0.4,1.4,0,0.7,0.974200206,0.004127967,0.014447884,0,0.007223942
0500000US05059,"Hot Spring County, Arkansas",13016,571,96.4,0.2,1.9,0,0.3,0.975708502,0.002024291,0.019230769,0,0.003036437
0500000US05061,"Howard County, Arkansas",5453,283,91.9,1.2,3.1,0,0.3,0.952331606,0.012435233,0.032124352,0,0.003108808
0500000US05063,"Independence County, Arkansas",15393,590,95,0.2,0.6,0,0.8,0.983436853,0.002070393,0.00621118,0,0.008281573
0500000US05065,"Izard County, Arkansas",4573,343,93.5,0,1.2,0,2.7,0.959958932,0,0.012320329,0,0.027720739
0500000US05067,"Jackson County, Arkansas",5480,478,91.3,0.1,1.5,1.5,1.2,0.955020921,0.001046025,0.015690377,0.015690377,0.012552301
0500000US05069,"Jefferson County, Arkansas",25511,901,93.3,0.2,1.7,0.1,2.6,0.953013279,0.002042901,0.017364658,0.00102145,0.026557712
0500000US05071,"Johnson County, Arkansas",10244,433,89.9,0.3,2,0.2,2.4,0.948312236,0.003164557,0.021097046,0.002109705,0.025316456
0500000US05073,"Lafayette County, Arkansas",2547,176,92.3,0.3,2,0,0.9,0.966492147,0.003141361,0.020942408,0,0.009424084
0500000US05075,"Lawrence County, Arkansas",6481,292,94.4,0.2,2.9,0.1,1.1,0.956433637,0.002026342,0.029381966,0.001013171,0.011144883
0500000US05077,"Lee County, Arkansas",2637,275,95.2,0,1.7,0,1.4,0.968463886,0,0.017293998,0,0.014242116
0500000US05079,"Lincoln County, Arkansas",3187,482,96,0.2,0.4,0,0.5,0.988671473,0.002059732,0.004119464,0,0.005149331
0500000US05081,"Little River County, Arkansas",4672,322,98,0,0.9,0,0.3,0.987903226,0,0.009072581,0,0.003024194
0500000US05083,"Logan County, Arkansas",8560,290,91.9,0.4,1.5,0,1.6,0.963312369,0.004192872,0.01572327,0,0.016771488
0500000US05085,"Lonoke County, Arkansas",32564,786,95,0.2,1.6,0.2,0.6,0.973360656,0.00204918,0.016393443,0.00204918,0.006147541
0500000US05087,"Madison County, Arkansas",6444,313,92.8,0.7,0.7,0.1,1.3,0.970711297,0.007322176,0.007322176,0.001046025,0.013598326
0500000US05089,"Marion County, Arkansas",5187,311,92.7,0.1,1.6,0,0,0.981991525,0.001059322,0.016949153,0,0
0500000US05091,"Miller County, Arkansas",17223,705,94.9,0.5,1,0.1,1,0.973333333,0.005128205,0.01025641,0.001025641,0.01025641
0500000US05093,"Mississippi County, Arkansas",16675,607,97,0.3,0.6,0.1,0.9,0.980788675,0.003033367,0.006066734,0.001011122,0.009100101
0500000US05095,"Monroe County, Arkansas",2806,252,93.6,0,3.2,0.2,0.5,0.96,0,0.032820513,0.002051282,0.005128205
0500000US05097,"Montgomery County, Arkansas",3198,272,94.9,0.3,1.5,0,0.4,0.977342945,0.003089598,0.015447992,0,0.004119464
0500000US05099,"Nevada County, Arkansas",3088,328,94.4,0.6,1.5,0,0.8,0.970195272,0.006166495,0.015416238,0,0.008221994
0500000US05101,"Newton County, Arkansas",3007,238,86.6,0.9,3.9,0,2.2,0.925213675,0.009615385,0.041666667,0,0.023504274
0500000US05103,"Ouachita County, Arkansas",9701,500,94.8,0.5,2,0.1,1.1,0.962436548,0.005076142,0.020304569,0.001015228,0.011167513
0500000US05105,"Perry County, Arkansas",3687,294,89.3,0,1.3,0.2,0.7,0.975956284,0,0.01420765,0.002185792,0.007650273
0500000US05107,"Phillips County, Arkansas",6658,426,95.2,0,1.5,0,1.9,0.965517241,0,0.015212982,0,0.019269777
0500000US05109,"Pike County, Arkansas",4477,201,91.6,0.4,2.6,0,2.6,0.942386831,0.004115226,0.026748971,0,0.026748971
0500000US05111,"Poinsett County, Arkansas",9356,399,93.1,0.1,1.4,0,0.5,0.978969506,0.001051525,0.014721346,0,0.005257624
0500000US05113,"Polk County, Arkansas",7190,390,94.4,0.3,1,0.2,1.1,0.973195876,0.003092784,0.010309278,0.002061856,0.011340206
0500000US05115,"Pope County, Arkansas",26664,781,93.7,0.3,1.9,0.2,1.2,0.963001028,0.003083248,0.019527235,0.002055498,0.012332991
0500000US05117,"Prairie County, Arkansas",3374,181,86.3,0,2.9,0,2.5,0.941112323,0,0.031624864,0,0.027262814
0500000US05119,"Pulaski County, Arkansas",183844,2304,92.9,0.8,1.3,0.2,1.2,0.963692946,0.008298755,0.013485477,0.002074689,0.012448133
0500000US05121,"Randolph County, Arkansas",6728,334,93.8,0,1.9,0,1,0.970010341,0,0.019648397,0,0.010341262
0500000US05123,"St. Francis County, Arkansas",8497,424,90.4,0,1.2,0.2,3.1,0.952581665,0,0.012644889,0.002107482,0.032665964
0500000US05125,"Saline County, Arkansas",55755,908,95.5,0,0.5,0,1.1,0.983522142,0,0.005149331,0,0.011328527
0500000US05127,"Scott County, Arkansas",3617,274,95.4,0,1.2,0.5,0,0.982492276,0,0.012358393,0.005149331,0
0500000US05129,"Searcy County, Arkansas",3034,279,88.8,0.4,3.9,0,1.9,0.934736842,0.004210526,0.041052632,0,0.02
0500000US05131,"Sebastian County, Arkansas",55899,1146,92.9,0.6,1.8,0.2,1.7,0.955761317,0.00617284,0.018518519,0.002057613,0.017489712
0500000US05133,"Sevier County, Arkansas",7253,330,95.5,0.1,0.9,0,0.7,0.982510288,0.001028807,0.009259259,0,0.007201646
0500000US05135,"Sharp County, Arkansas",5787,375,92.7,0,2.9,0,1,0.959627329,0,0.030020704,0,0.010351967
0500000US05137,"Stone County, Arkansas",4442,347,86.6,0,3.4,0,3,0.931182796,0,0.03655914,0,0.032258065
0500000US05139,"Union County, Arkansas",15693,689,97.4,0.4,0.7,0.1,0.2,0.98582996,0.004048583,0.00708502,0.001012146,0.002024291
0500000US05141,"Van Buren County, Arkansas",5589,320,91.9,0,2,0,2.2,0.956295525,0,0.020811655,0,0.02289282
0500000US05143,"Washington County, Arkansas",108651,1447,91.9,0.6,2,0.5,0.6,0.961297071,0.006276151,0.020920502,0.005230126,0.006276151
0500000US05145,"White County, Arkansas",31879,1005,92.1,0.1,2.9,0.3,0.9,0.956386293,0.001038422,0.030114226,0.003115265,0.009345794
0500000US05147,"Woodruff County, Arkansas",2481,180,90.5,0.6,2.5,0,0.6,0.960721868,0.006369427,0.026539278,0,0.006369427
0500000US05149,"Yell County, Arkansas",8809,552,89.9,0.1,2.1,0.2,1.2,0.961497326,0.001069519,0.022459893,0.002139037,0.012834225
0500000US06001,"Alameda County, California",767292,5255,71.3,15,3.7,2,1.7,0.760939168,0.160085379,0.039487727,0.021344717,0.01814301
0500000US06003,"Alpine County, California",356,82,77.5,0.3,7,0,1.4,0.899071926,0.003480278,0.081206497,0,0.016241299
0500000US06005,"Amador County, California",12863,630,88.5,0.2,2.3,0.7,0.8,0.956756757,0.002162162,0.024864865,0.007567568,0.008648649
0500000US06007,"Butte County, California",92011,1445,86,1.2,3.3,2.5,1.2,0.912951168,0.012738854,0.035031847,0.026539278,0.012738854
0500000US06009,"Calaveras County, California",16701,763,86.6,1.1,1.8,0.1,0.6,0.960088692,0.012195122,0.019955654,0.001108647,0.006651885
0500000US06011,"Colusa County, California",9403,349,91.7,0.4,2.3,0.2,1,0.959205021,0.0041841,0.024058577,0.00209205,0.010460251
0500000US06013,"Contra Costa County, California",532887,2949,79.3,10.6,1.7,0.5,1.4,0.848128342,0.113368984,0.018181818,0.005347594,0.014973262
0500000US06015,"Del Norte County, California",8474,563,88.3,0.8,4.7,0.8,0.4,0.929473684,0.008421053,0.049473684,0.008421053,0.004210526
